^SAMPLE = GSM913972
#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL
1453573_at	80.4	M
1453574_at	13.6	A
1453576_at	198.3	P
1453578_at	30.2	P
1453589_a_at	411.4	P
1453596_at	65.9	P
1453604_a_at	301.8	P
1453609_s_at	255	P
1453612_at	50.3	P
1453613_at	11.8	A
1453614_a_at	4.1	A
1453621_at	20.3	A
1453623_a_at	335.6	P
1453631_at	23.8	P
1453633_a_at	57	A
1453634_a_at	2710.5	P
1453644_at	3.3	A
1453647_at	16.8	A
1453651_a_at	1998.8	P
1453659_at	30.8	A
1453666_at	3	A
1453674_at	4.2	A
1453677_a_at	70.3	A
1453678_at	26.9	P
1453683_a_at	188.6	P
1453686_x_at	127.6	P
1453710_at	2.7	A
1453712_a_at	138.1	P
1453714_a_at	7.3	A
1453721_a_at	167.8	P
1453722_s_at	4589.4	P
1453723_x_at	9701.6	P
1453724_a_at	13.4	A
1453725_a_at	922.1	P
1453728_a_at	2285.5	P
1453729_a_at	12048.3	P
1453731_a_at	1593.2	P
1453733_a_at	406	P
1453740_a_at	816.4	P
1453741_x_at	17.7	A
1453744_a_at	298.2	P
1453748_a_at	291.1	P
1453750_x_at	44.2	P
1453752_at	1236.8	P
1453753_at	21.5	A
1453758_at	3.5	A
1453767_a_at	204.2	P
1453768_a_at	111.5	P
1453772_at	5.8	A
1453777_a_at	18.4	A
1453780_at	36.1	A
1453784_at	214.2	P
1453788_at	2.1	A
1453796_a_at	578.3	P
1453804_a_at	657.3	P
1453806_at	89.8	A
1453811_at	36.7	A
1453815_at	40.9	P
1453816_at	25.8	P
1453819_x_at	194.6	M
1453820_at	2.1	A
1453827_at	59	P
1453830_at	25	A
1453833_a_at	281.2	P
1453836_a_at	32.5	A
1453839_a_at	19.3	A
1453840_at	325.7	P
1453848_s_at	251.6	P
1453849_s_at	6585.6	P
1453851_a_at	137.7	P
1453853_a_at	6.1	A
1453856_at	3.4	A
1453864_at	58.6	P
1453865_a_at	464	P
1453866_a_at	6.7	A
1453867_at	3.5	A
1453876_at	9.6	A
1453881_x_at	77.8	P
1453886_a_at	70.5	P
1453887_a_at	30.4	A
1453891_at	2.5	A
1453901_at	0.4	A
1453902_at	2.7	A
1453911_at	7	A
1453913_a_at	591.2	P
1453914_at	11.2	A
1453915_a_at	84.4	P
1453920_a_at	282.3	P
1453924_a_at	3.5	A
1453928_a_at	2256.7	P
1453939_x_at	22.6	A
1453943_a_at	5.7	A
1453946_a_at	48.8	P
1453950_a_at	56.7	A
1453954_a_at	241.2	P
1453956_a_at	44.4	A
1453957_a_at	1.3	A
1453960_a_at	2624.3	P
1453962_at	27	P
1453972_x_at	112.7	P
1453977_at	54	A
1453981_at	29.1	A
1453985_at	28.6	P
1453986_at	6.5	A
1453988_a_at	558.9	P
1453989_at	8.8	A
1453991_at	5.6	A
1453993_a_at	1795.9	P
1453995_a_at	284.4	P
1453996_a_at	3.2	A
1453997_a_at	1.6	A
1453998_at	14.1	A
1454005_at	11.1	A
1454006_a_at	381.7	P
1454007_a_at	12.2	A
1454008_at	59.6	A
1454011_a_at	796.3	P
1454014_a_at	125.4	P
1454015_a_at	4.6	A
1454016_at	36.5	A
1454018_at	137.6	P
1454021_a_at	902.1	P
1454022_at	74.2	A
1454023_a_at	107	A
1454026_a_at	3	A
1454030_at	107.9	P
1454034_a_at	155.3	A
1454036_a_at	1156.5	P
1454037_a_at	41.2	A
1454041_at	1.7	A
1454042_a_at	559.5	P
1454043_a_at	3.1	A
1454044_a_at	332.7	P
1454045_a_at	540.6	P
1454046_x_at	620.3	P
1454047_a_at	257.2	P
1454048_a_at	45.4	P
1454060_a_at	1305.6	P
1454061_at	7.1	A
1454064_a_at	641.1	P
1454066_at	95.9	A
1454067_a_at	274.2	P
1454070_a_at	179	P
1454074_a_at	1864.8	P
1454078_a_at	69.3	P
1454082_a_at	34.1	P
1454086_a_at	428.8	P
1454090_at	54.8	P
1454092_a_at	339.5	P
1454106_a_at	225.5	P
1454107_a_at	174.4	P
1454109_a_at	462.3	P
1454114_a_at	2	A
1454116_a_at	1129.9	P
1454119_at	71	A
1454120_a_at	162.1	P
1454136_a_at	580.4	P
1454138_a_at	1	A
1454142_a_at	643.8	P
1454144_a_at	108.5	P
1454145_at	29.9	A
1454149_a_at	652.6	P
1454152_a_at	1.4	A
1454157_a_at	29.6	P
1454159_a_at	28.1	A
1454161_s_at	486.8	P
1454167_at	76.7	A
1454168_a_at	163.5	P
1454169_a_at	35	A
1454174_a_at	248.2	P
1454176_at	7.3	A
1454183_at	20.3	A
1454184_a_at	56.4	A
1454197_a_at	515.5	P
1454206_a_at	95.2	A
1454211_a_at	4.2	A
1454219_at	164.5	P
1454221_a_at	505.3	P
1454228_a_at	72.7	P
1454229_a_at	95.9	P
1454231_a_at	24.9	A
1454236_a_at	345.1	P
1454240_at	10.5	A
1454247_a_at	23.6	A
1454260_at	7.5	A
1454265_a_at	14.5	A
1454267_a_at	1.8	A
1454268_a_at	7998.5	P
1454305_at	18.7	A
1454312_at	41	A
1454313_at	30.1	A
1454317_at	50.2	A
1454368_at	34.7	A
1454369_a_at	54.4	A
1454372_at	12.2	A
1454373_x_at	124.3	A
1454438_at	35	A
1454454_at	19.1	A
1454504_at	19.9	A
1454602_s_at	614.5	P
1454603_a_at	645.1	P
1454604_s_at	20.6	P
1454605_a_at	555.1	P
1454606_at	314.9	P
1454607_s_at	2413.7	P
1454608_x_at	3.9	A
1454610_at	4571.3	P
1454611_a_at	7189.7	P
1454613_at	22.5	A
1454615_x_at	3870.8	P
1454616_at	362	P
1454618_at	18.3	A
1454620_x_at	12137.4	P
1454621_s_at	198.7	P
1454622_at	18.5	A
1454623_at	42.8	A
1454626_at	3224.8	P
1454627_a_at	13325.7	P
1454628_at	93.8	A
1454629_at	51.7	A
1454631_at	1195	P
1454632_at	659.3	P
1454633_at	193.2	P
1454635_at	126.6	P
1454636_at	675.9	P
1454638_a_at	3.4	A
1454639_x_at	246.8	P
1454640_at	425.2	P
1454641_at	3958.7	P
1454643_at	1205.3	P
1454647_at	621.1	P
1454648_s_at	530.6	P
1454651_x_at	11	A
1454652_at	1496.8	P
1454656_at	277.6	P
1454657_s_at	779	P
1454661_at	9006.8	P
1454663_at	2010.1	P
1454664_a_at	3710.7	P
1454668_at	278.3	P
1454669_at	796.7	P
1454670_at	254.6	P
1454673_at	3765.4	P
1454674_at	43.4	A
1454675_at	194.1	P
1454677_at	515.5	P
1454678_s_at	155.2	P
1454681_at	3.2	A
1454682_at	1216.8	P
1454686_at	475.4	P
1454688_x_at	1907.2	P
1454689_at	1238.5	P
1454690_at	382.5	P
1454692_x_at	717.1	P
1454694_a_at	3927.1	P
1454696_at	965.2	P
1454697_at	978.3	P
1454698_at	810.3	P
1454699_at	224.3	P
1454703_x_at	588.9	P
1454704_at	576.2	P
1454705_at	1307	P
1454706_at	534.9	P
1454708_at	40.9	A
1454711_at	282.1	P
1454712_at	834.3	P
1454713_s_at	1.6	A
1454714_x_at	448.7	P
1454716_x_at	3835.6	P
1454719_at	37.9	A
1454722_at	1490.4	P
1454725_at	2365.9	P
1454732_at	339.6	P
1454735_at	607.4	P
1454736_at	160.8	P
1454737_at	115	P
1454738_x_at	796.8	P
1454747_a_at	1575.9	P
1454750_a_at	106.4	P
1454753_at	475.1	P
1454754_a_at	1848.5	P
1454758_a_at	2990.5	P
1454759_at	237.8	P
1454760_at	1096.4	P
1454763_at	316.5	P
1454770_at	11.3	A
1454771_at	630.2	P
1454773_at	36.8	A
1454778_x_at	10961.6	P
1454779_s_at	252.7	P
1454781_x_at	173.3	P
1454783_at	82.5	P
1454785_at	842.2	P
1454786_at	892.5	P
1454787_at	368.5	P
1454789_x_at	446.1	P
1454791_a_at	1712.4	P
1454793_x_at	3320	P
1454794_at	1148.7	P
1454796_at	76	P
1454798_at	141.1	P
1454801_at	439.4	P
1454802_x_at	1191.2	P
1454803_a_at	156.1	A
1454804_at	506.8	P
1454805_at	1606.1	P
1454807_a_at	732.8	P
1454811_a_at	1912.8	P
1454813_at	8535.1	P
1454814_s_at	1016	P
1454815_at	415.3	P
1454817_at	868.3	P
1454820_at	132	A
1454822_x_at	15.4	A
1454831_at	1025.7	P
1454833_at	39	P
1454837_at	226.4	P
1454838_s_at	22.8	A
1454839_a_at	189.9	P
1454842_a_at	551.5	P
1454849_x_at	120.2	P
1454856_x_at	9831.2	P
1454858_x_at	113.2	P
1454859_a_at	15592.4	P
1454860_x_at	1304.1	P
1454862_at	2.3	A
1454865_at	52.3	A
1454870_x_at	200	P
1454872_at	596.9	P
1454875_a_at	1099	P
1454879_s_at	382.9	P
1454881_s_at	3.2	A
1454884_at	28	A
1454887_at	659.3	P
1454890_at	147.3	P
1454891_at	77.7	P
1454893_at	60.9	P
1454897_at	59.6	P
1454898_s_at	672.2	P
1454899_at	115.9	A
1454903_at	22.5	A
1454904_at	910.5	P
1454905_at	352.5	P
1454906_at	29.9	P
1454907_at	127.7	A
1454908_x_at	259.8	M
1454912_at	1.4	A
1454914_at	2306.2	P
1454921_at	648.3	P
1454925_x_at	4810.8	P
1454928_at	176.9	P
1454929_s_at	436	P
1454930_at	160.5	P
1454932_at	399.2	P
1454940_at	14.7	A
1454941_at	419.5	P
1454943_a_at	190.8	P
1454946_at	77.6	P
1454947_a_at	693.4	P
1454953_at	32.9	A
1454954_at	26.5	A
1454955_at	3511.1	P
1454959_s_at	22.3	A
1454963_at	1023.9	P
1454964_at	675.1	P
1454967_at	72.6	P
1454970_at	57.5	A
1454971_x_at	7296.4	P
1454972_at	28.6	A
1454974_at	19.4	A
1454977_at	231.8	P
1454979_at	700.6	P
1454984_at	14.1	A
1454985_at	190	P
1454987_a_at	191	P
1454993_a_at	3289.1	P
1454998_at	483.6	P
1455001_x_at	6443.4	P
1455002_at	627.6	P
1455005_s_at	80.9	A
1455006_at	1031.2	P
1455007_s_at	88.4	P
1455008_at	214.8	A
1455009_at	533	P
1455012_s_at	693.8	P
1455013_at	267.6	P
1455017_a_at	53.7	P
1455019_x_at	1195.8	P
1455021_at	46.3	M
1455026_at	175.8	P
1455030_at	178.3	P
1455035_s_at	2003.2	P
1455036_s_at	5723.8	P
1455039_a_at	2205.6	P
1455040_s_at	6	A
1455041_at	12.6	A
1455042_at	612.1	P
1455045_at	97	A
1455047_at	837.4	P
1455053_a_at	62.1	P
1455054_a_at	898.1	P
1455056_at	6.1	A
1455058_at	331.2	P
1455060_at	284.8	P
1455061_a_at	517.3	P
1455065_x_at	934.1	P
1455066_s_at	482.6	P
1455069_x_at	4980.8	P
1455071_at	80.9	A
1455072_at	516	P
1455073_at	104.5	P
1455076_a_at	269.3	P
1455077_a_at	7508.5	P
1455084_x_at	2208.3	P
1455089_at	905.9	P
1455090_at	200.3	A
1455092_at	143.4	P
1455093_a_at	3.3	A
1455098_a_at	3.5	A
1455099_at	53.9	A
1455100_at	0.9	A
1455105_at	3778.4	P
1455106_a_at	3928.8	P
1455109_at	83.2	P
1455115_a_at	113.1	A
1455126_x_at	5148.7	P
1455128_x_at	542.2	P
1455129_at	2428.9	P
1455131_at	388.1	P
1455134_at	161.8	P
1455136_at	41.5	A
1455138_x_at	9438.6	P
1455141_at	1175.2	P
1455143_at	5.5	A
1455149_at	76	P
1455151_at	9.1	A
1455152_at	645	P
1455155_at	252.7	P
1455156_at	378.2	P
1455158_at	49.2	M
1455167_at	337.9	A
1455168_a_at	10358.1	P
1455171_at	355	P
1455175_at	149.9	P
1455176_a_at	30.4	A
1455177_at	13	A
1455179_at	47.9	P
1455180_at	6.2	A
1455182_at	220.2	P
1455184_at	395.4	P
1455191_x_at	525.4	P
1455195_at	279.3	P
1455198_a_at	140.3	A
1455201_x_at	7	A
1455202_at	17.8	A
1455204_at	153.2	P
1455205_a_at	480	P
1455206_at	697.9	P
1455207_at	511.9	P
1455209_at	12.5	A
1455211_a_at	3269.6	P
1455214_at	2058.8	P
1455220_at	28.4	A
1455222_a_at	1119.4	P
1455229_x_at	543.5	P
1455231_s_at	31.1	A
1455232_at	3.2	A
1455233_at	26.2	A
1455235_x_at	70.1	P
1455236_x_at	5418.4	P
1455237_at	331.7	P
1455239_at	17.4	A
1455242_at	676.4	P
1455245_x_at	11262.6	P
1455252_at	245.9	P
1455253_at	141.1	P
1455254_at	283.4	P
1455255_at	182.5	P
1455264_at	46.5	A
1455265_a_at	182	A
1455269_a_at	2564.7	P
1455271_at	13.2	A
1455276_x_at	27.1	A
1455279_at	1.9	A
1455281_at	14.8	A
1455282_x_at	64	A
1455283_x_at	3688.8	P
1455284_x_at	33.7	P
1455285_at	786.4	P
1455286_at	1524.9	P
1455288_at	43.3	A
1455290_at	109.2	P
1455291_s_at	283.1	P
1455298_at	0.5	A
1455302_at	8.2	A
1455305_x_at	3019.5	P
1455310_at	113.2	P
1455315_at	72.6	P
1455316_x_at	5510.6	P
1455319_x_at	9717.2	P
1455326_at	179	A
1455332_x_at	515.6	P
1455335_at	169.6	P
1455338_at	2.7	A
1455339_at	622.4	P
1455343_at	27.3	P
1455346_at	2.8	A
1455348_x_at	11157.9	P
1455349_at	3553.6	P
1455350_at	163.3	P
1455356_at	152.4	P
1455357_x_at	7326.6	P
1455363_at	42.6	A
1455364_a_at	9105.2	P
1455366_at	49.2	P
1455367_at	48.4	P
1455371_at	59.8	A
1455372_at	5.1	A
1455382_at	8.6	A
1455384_x_at	437.9	P
1455385_at	133.7	P
1455388_at	205	P
1455393_at	2.8	A
1455405_at	562.6	P
1455408_at	17.4	A
1455414_at	28	A
1455421_x_at	4.7	A
1455422_x_at	1	A
1455423_at	1.9	A
1455424_at	12.2	A
1455431_at	1.5	A
1455433_at	188.3	P
1455434_a_at	2127.4	P
1455435_s_at	47.9	A
1455439_a_at	11945.3	P
1455441_at	166.2	M
1455446_x_at	244.8	P
1455447_at	2.6	A
1455456_a_at	467.1	P
1455457_at	24.2	A
1455458_x_at	675.3	P
1455462_at	37	P
1455466_at	8.7	A
1455470_x_at	5215.6	P
1455474_at	43.5	A
1455475_at	36.9	A
1455477_s_at	101.5	A
1455479_a_at	7459.4	P
1455480_s_at	5077	P
1455482_at	139.2	A
1455484_at	5.7	A
1455485_x_at	13939.7	P
1455486_at	205.9	P
1455488_at	362.1	P
1455490_at	2.9	A
1455491_at	409.8	P
1455493_at	113.2	P
1455494_at	18.4	A
1455504_a_at	1158.9	P
1455505_at	108.3	P
1455511_at	41.2	A
1455517_at	122.4	P
1455526_at	12.7	A
1455530_at	8.7	A
1455531_at	2.8	A
1455534_s_at	684.7	P
1455539_at	138.8	P
1455540_at	43	P
1455546_s_at	2338.6	P
1455550_x_at	6054.1	P
1455551_at	176.8	P
1455556_at	532.7	P
1455562_at	97.7	P
1455563_at	911.6	P
1455570_x_at	49.2	A
1455571_x_at	6988.5	P
1455572_x_at	14012.6	P
1455573_at	24.2	P
1455575_at	158.7	A
1455578_x_at	11191.4	P
1455579_at	1.3	A
1455581_x_at	280	P
1455582_at	5.2	A
1455587_at	3.1	A
1455593_at	36	A
1455601_at	18.5	A
1455602_x_at	114.1	P
1455605_at	199.6	P
1455611_at	309.1	P
1455615_at	23.9	A
1455618_x_at	61	P
1455625_at	79.9	P
1455626_at	31	A
1455628_at	39	A
1455631_at	27.8	A
1455632_at	5.9	A
1455639_at	137.4	A
1455640_a_at	944.3	P
1455641_at	3.8	A
1455642_a_at	99.6	P
1455644_at	213.8	P
1455650_at	21	A
1455653_at	108.2	P
1455655_a_at	2704	P
1455662_x_at	12340.2	P
1455675_a_at	946.2	P
1455676_x_at	430.3	P
1455677_s_at	9.8	A
1455678_at	67.6	P
1455683_a_at	64.7	P
1455685_at	67.5	P
1455691_at	63.2	A
1455692_x_at	68.6	P
1455693_x_at	12079	P
1455694_at	58.8	A
1455696_a_at	596.9	P
1455698_at	115.9	P
1455700_at	113.1	P
1455710_x_at	154.7	P
1455713_x_at	3790.6	P
1455715_at	33.4	A
1455719_at	2830.2	P
1455725_a_at	8837.9	P
1455727_at	361.8	P
1455730_at	518.9	P
1455731_at	503.6	P
1455733_at	578.9	P
1455734_at	412.2	P
1455740_at	40.1	P
1455741_a_at	127.7	A
1455742_x_at	7650.8	P
1455747_at	4.4	A
1455748_at	2.9	A
1455749_x_at	554.8	P
1455752_a_at	582.7	P
1455758_at	4.7	A
1455764_at	76.3	P
1455765_a_at	34.7	A
1455767_x_at	10374.4	P
1455776_x_at	374.3	P
1455777_x_at	874.1	P
1455781_at	76.7	M
1455787_x_at	491.6	P
1455788_x_at	3333.6	P
1455789_x_at	12716.7	P
1455791_at	1.1	A
1455792_x_at	5.9	A
1455796_x_at	717.5	P
1455797_x_at	214.1	M
1455798_at	738.6	P
1455800_x_at	2989.1	P
1455801_x_at	628.1	P
1455802_x_at	6.4	A
1455804_x_at	315.1	P
1455805_x_at	908.9	P
1455806_x_at	3867.2	P
1455808_at	1.1	A
1455809_x_at	1606	P
1455810_a_at	29	A
1455811_at	31.2	A
1455812_x_at	72.5	P
1455813_at	0.6	A
1455814_x_at	4604.6	P
1455815_a_at	5259.2	P
1455819_at	2424.7	P
1455820_x_at	766.9	P
1455821_x_at	8156.2	P
1455822_x_at	1105.9	P
1455824_x_at	6396.3	P
1455825_s_at	69.7	P
1455826_a_at	475.6	P
1455828_at	9.8	A
1455829_at	603.1	P
1455831_at	82	P
1455832_a_at	423.2	P
1455834_x_at	247.3	P
1455836_at	1066	P
1455841_s_at	888.6	P
1455844_at	47.8	A
1455853_x_at	2.7	A
1455855_x_at	10357.4	P
1455857_a_at	71.5	P
1455858_x_at	3.3	A
1455860_at	126.4	P
1455866_x_at	35.6	A
1455867_at	53.5	A
1455868_a_at	707.9	P
1455869_at	16.5	A
1455871_s_at	2539	P
1455873_a_at	286.8	P
1455874_at	123.7	P
1455875_x_at	4785.5	P
1455877_a_at	75.8	A
1455880_s_at	1738.4	P
1455883_a_at	3	A
1455886_at	357	P
1455890_x_at	45.6	A
1455892_x_at	2320	P
1455893_at	1.4	A
1455894_at	161.8	P
1455895_x_at	103.7	P
1455896_a_at	18.6	A
1455897_x_at	5753.8	P
1455898_x_at	41.1	A
1455899_x_at	647.5	P
1455900_x_at	383.4	P
1455901_at	103.5	P
1455904_at	688.2	P
1455905_at	212.3	P
1455908_a_at	2160.2	P
1455910_at	121.3	A
1455911_x_at	4749.5	P
1455912_x_at	221.8	P
1455913_x_at	1.5	A
1455915_at	248.8	P
1455918_at	6.4	A
1455927_x_at	798.3	P
1455928_x_at	741.4	P
1455929_x_at	5444	P
1455930_at	88.4	P
1455931_at	22	A
1455932_at	77	A
1455934_at	5.3	A
1455936_a_at	1.8	A
1455938_x_at	2040.6	P
1455939_x_at	5226.4	P
1455940_x_at	563.5	P
1455941_s_at	138.1	P
1455946_x_at	63.2	P
1455949_at	37.8	A
1455950_x_at	13488.4	P
1455953_x_at	15.4	P
1455954_x_at	104.6	A
1455955_s_at	5905.2	P
1455956_x_at	101.1	P
1455957_x_at	6.7	A
1455958_s_at	774.4	P
1455959_s_at	619.2	P
1455961_at	16	A
1455965_at	4.1	A
1455968_x_at	5947.1	P
1455972_x_at	2743.7	P
1455974_at	2.3	A
1455975_x_at	927.9	P
1455976_x_at	3178	P
1455977_x_at	16.7	A
1455978_a_at	12.7	M
1455981_at	2280.1	P
1455984_at	39.2	A
1455985_x_at	157.2	P
1455987_at	106.9	P
1455988_a_at	7832.1	P
1455989_at	18.2	A
1455990_at	1137.2	P
1455991_at	158.3	P
1455992_at	70.9	A
1455994_x_at	3219.5	P
1455996_x_at	42.3	A
1455997_a_at	12383.6	P
1456000_at	71.5	P
1456001_at	15	A
1456002_at	17.7	A
1456003_a_at	41.1	A
1456004_x_at	14.7	A
1456005_a_at	3281.1	P
1456006_at	415.7	P
1456007_at	31.6	A
1456009_x_at	342.1	P
1456010_x_at	8.8	A
1456011_x_at	199.2	P
1456012_x_at	3213.9	P
1456013_x_at	985.2	P
1456014_s_at	6532.6	P
1456015_x_at	2513.4	P
1456016_x_at	91.1	A
1456017_x_at	31.6	P
1456028_x_at	276.2	P
1456029_a_at	186.5	P
1456030_at	5.7	A
1456031_at	2.5	A
1456032_x_at	4272.3	P
1456036_x_at	3993.6	P
1456037_x_at	2766.2	P
1456039_at	615.1	P
1456040_at	623.6	P
1456042_s_at	278.5	P
1456043_at	89.5	M
1456048_at	3.4	A
1456049_at	5.5	A
1456054_a_at	609.7	P
1456055_x_at	803.4	P
1456056_a_at	1892.3	P
1456057_x_at	2851.8	P
1456059_at	1565.9	P
1456062_at	34.2	A
1456064_at	105.7	P
1456066_a_at	138.9	P
1456069_at	20.3	P
1456071_a_at	10718.5	P
1456075_at	1	A
1456078_x_at	287.6	P
1456079_x_at	3975.5	P
1456080_a_at	2833.1	P
1456081_a_at	144.4	P
1456082_x_at	518.6	P
1456083_x_at	4001.2	P
1456084_x_at	1.5	A
1456085_x_at	856.6	P
1456086_x_at	799.5	P
1456088_at	533.5	P
1456094_at	62.7	A
1456095_at	0.7	A
1456097_a_at	83.2	P
1456098_a_at	319.8	P
1456100_at	43.2	A
1456101_at	4.9	A
1456104_at	81.6	M
1456106_x_at	110.7	P
1456107_x_at	2383.6	P
1456108_x_at	1.3	A
1456109_a_at	1248.1	P
1456112_at	299.7	P
1456115_at	9.1	A
1456117_at	523	P
1456120_at	95.6	P
1456124_x_at	4.9	A
1456125_a_at	8964.8	P
1456128_at	59	P
1456131_x_at	232.8	P
1456132_x_at	0.5	A
1456133_x_at	355.9	P
1456134_x_at	176	A
1456135_s_at	4096.8	P
1456136_at	19.8	A
1456140_at	1.9	A
1456142_x_at	7667.9	P
1456148_a_at	2.4	A
1456151_at	5.2	A
1456154_at	40.4	A
1456155_x_at	534.5	P
1456169_at	25.4	A
1456170_x_at	6240.2	P
1456173_at	1.7	A
1456174_x_at	207.8	P
1456175_a_at	1675.1	P
1456176_x_at	2341.9	P
1456177_x_at	2498.3	P
1456182_x_at	14.5	A
1456188_at	16.6	A
1456190_a_at	17.3	A
1456193_x_at	2983.2	P
1456194_a_at	5267.3	P
1456195_x_at	88.2	P
1456196_x_at	5346.3	P
1456199_x_at	950.8	P
1456205_x_at	5054.1	P
1456206_at	5.6	A
1456212_x_at	340.3	P
1456213_x_at	840.9	P
1456218_at	70.5	P
1456222_at	49.3	A
1456225_x_at	63.3	A
1456226_x_at	14.9	P
1456227_x_at	7842.1	P
1456228_x_at	48.2	A
1456237_x_at	13.9	A
1456239_at	1.6	A
1456240_x_at	897.9	P
1456241_a_at	1878.2	P
1456243_x_at	5208.5	P
1456244_x_at	2842.3	P
1456245_x_at	1691.3	P
1456246_x_at	1.6	A
1456247_x_at	8.7	A
1456249_x_at	14.8	A
1456250_x_at	7422.5	P
1456251_x_at	1804.3	P
1456252_x_at	1	A
1456262_at	63.5	P
1456263_at	39	A
1456266_at	34.5	P
1456269_at	30.3	A
1456270_s_at	3.2	A
1456275_at	52.5	A
1456278_x_at	18.4	A
1456279_a_at	2736.1	P
1456283_at	10.9	A
1456289_at	41.6	A
1456290_x_at	412.4	P
1456292_a_at	9321.3	P
1456293_s_at	2454.2	P
1456302_at	26.6	P
1456305_x_at	9.6	A
1456306_a_at	2.8	A
1456307_s_at	2787.7	P
1456309_x_at	1895.4	P
1456310_a_at	587.8	P
1456312_x_at	6413	P
1456313_x_at	1283.9	P
1456314_x_at	4753.9	P
1456315_a_at	1491.8	P
1456316_a_at	163	P
1456319_at	100.9	P
1456322_at	8.6	A
1456323_at	16.2	A
1456325_at	84.6	P
1456330_at	22.5	A
1456333_a_at	33.2	P
1456340_at	36	A
1456341_a_at	228.7	P
1456342_at	13.5	A
1456349_x_at	3430.3	P
1456352_a_at	606.5	P
1456355_s_at	172.1	P
1456360_at	138.9	P
1456365_at	282.8	P
1456370_s_at	101.6	A
1456371_a_at	8.4	A
1456373_x_at	12918.4	P
1456374_x_at	5117.1	P
1456375_x_at	2625.4	P
1456377_x_at	3154	P
1456379_x_at	84.6	P
1456380_x_at	19.4	A
1456381_x_at	3843.1	P
1456383_at	2719	P
1456385_x_at	16	A
1456386_at	46.4	P
1456388_at	178.7	P
1456390_at	1463.2	P
1456393_at	1003.9	P
1456395_at	1.4	A
1456398_at	692.6	P
1456399_at	139.6	P
1456405_at	511.3	P
1456411_at	58.8	A
1456412_a_at	269	P
1456417_at	3.6	A
1456424_s_at	1119.9	P
1456427_at	64.1	A
1456430_at	60.5	P
1456431_at	143.1	P
1456433_at	82	P
1456434_x_at	3.3	A
1456436_x_at	11864.4	P
1456437_x_at	12.6	P
1456438_x_at	5833.5	P
1456439_x_at	151.3	P
1456442_at	1.2	A
1456447_at	68.2	P
1456455_at	9	P
1456456_x_at	2.1	A
1456457_at	9.1	A
1456458_at	19.1	A
1456459_x_at	28.1	A
1456461_at	2.4	A
1456462_x_at	415.4	P
1456464_x_at	62.2	A
1456465_at	130.5	A
1456466_x_at	968.6	P
1456469_x_at	147.5	P
1456470_x_at	284.2	A
1456471_x_at	313.5	P
1456473_x_at	112.4	P
1456474_at	16.8	A
1456481_at	24.7	A
1456486_at	66.9	A
1456488_at	77.6	A
1456492_at	103.4	A
1456493_at	55.1	P
1456494_a_at	223.6	P
1456495_s_at	18.5	A
1456496_at	12.3	A
1456497_x_at	11508	P
1456510_x_at	62	A
1456511_x_at	14.2	A
1456515_s_at	15.4	A
1456516_x_at	207.1	P
1456521_at	18.5	A
1456525_at	30.6	A
1456528_x_at	937.9	P
1456529_at	5.4	A
1456530_x_at	3414.8	P
1456534_at	69.1	A
1456540_s_at	1237.2	P
1456541_x_at	1631	P
1456542_s_at	839.8	P
1456543_at	25.7	A
1456546_at	8.1	A
1456565_s_at	5.7	A
1456566_x_at	1424.2	P
1456567_x_at	5155.3	P
1456568_at	1	A
1456569_x_at	109.6	P
1456571_at	5.1	A
1456572_x_at	56.9	P
1456573_x_at	1087.4	P
1456575_at	3.9	A
1456576_x_at	660.7	P
1456577_x_at	247.9	P
1456578_x_at	194	P
1456579_x_at	122.3	P
1456580_s_at	4432.8	P
1456581_x_at	8790.1	P
1456582_x_at	203.9	P
1456583_x_at	109.5	A
1456584_x_at	280.8	P
1456585_x_at	387.3	P
1456588_x_at	7068.3	P
1456590_x_at	2896	P
1456595_x_at	18.2	A
1456598_at	3.2	A
1456600_a_at	1354.7	P
1456601_x_at	320.5	P
1456603_at	93.9	A
1456604_a_at	1141.3	P
1456605_at	105.2	A
1456606_a_at	0.6	A
1456608_at	3.6	A
1456612_at	2.9	A
1456613_at	8.7	A
1456615_a_at	606.3	P
1456616_a_at	2271.2	P
1456617_a_at	4981	P
1456618_at	52.3	A
1456620_at	535.3	P
1456622_at	16.6	A
1456623_at	39.7	A
1456624_at	12.2	A
1456626_a_at	1006.1	P
1456627_at	15	A
1456628_x_at	10477.2	P
1456629_at	93	P
1456630_x_at	127.8	P
1456635_at	99.5	A
1456636_at	28.6	A
1456637_at	3	A
1456642_x_at	8387	P
1456644_at	36.6	A
1456647_a_at	7.4	A
1456651_a_at	407.4	P
1456658_at	9.2	A
1456663_x_at	699.6	P
1456664_x_at	7464.9	P
1456672_at	84.2	P
1456676_a_at	34.9	A
1456691_s_at	257.3	P
1456694_x_at	855.3	P
1456695_x_at	3865.6	P
1456697_x_at	4.1	A
1456699_s_at	1494.5	P
1456700_x_at	255.3	P
1456701_at	15.3	A
1456702_x_at	2078.2	P
1456706_at	198.2	P
1456707_at	32.9	A
1456714_at	14	A
1456716_s_at	573.5	P
1456724_x_at	31.6	A
1456725_x_at	110.9	A
1456726_x_at	2910.8	P
1456727_a_at	1046.5	P
1456728_x_at	2764	P
1456730_x_at	2737.7	P
1456731_x_at	530.1	P
